"","nm","m1","bw","m2","focr","focr_se","fdr","fdr_se","pwr","pwr_se","mu_type","cov_type","snr"
"109","FOCR-O3-RAW","FOCR (overlap)","3","",0.0312038557069543,0.0015950690459248,0.0411500477608027,0.00161583924707242,0.275746924428822,0.00445136740513876,"step","matern",0.233333333333333
"110","FOCR-O3-BH","FOCR (overlap)","3","BH",NA,NA,0.0208084859708074,0.00148979197772862,0.193497363796134,0.00363157339058906,"step","matern",0.233333333333333
"111","FOCR-O3-LAWS","FOCR (overlap)","3","LAWS",NA,NA,0.025148268107721,0.00162302890786058,0.218453427065026,0.00396862752286661,"step","matern",0.233333333333333
"112","FOCR-O3-SABHA","FOCR (overlap)","3","SABHA",NA,NA,0.0237917713072055,0.00160768604339014,0.212653778558875,0.00398625927279893,"step","matern",0.233333333333333
"113","FOCR-D3-RAW","FOCR (disjoint)","3","",0.0325071552831239,0.00164096662383201,0.0351208704856791,0.00165179744603417,0.264455184534271,0.00428274630404459,"step","matern",0.233333333333333
"114","FOCR-D3-BH","FOCR (disjoint)","3","BH",NA,NA,0.0174827118176733,0.00148661718910611,0.18207381370826,0.00351168115483889,"step","matern",0.233333333333333
"115","FOCR-D3-LAWS","FOCR (disjoint)","3","LAWS",NA,NA,0.0202569572617391,0.00157850872180068,0.207996485061511,0.00387710159081341,"step","matern",0.233333333333333
"116","FOCR-D3-SABHA","FOCR (disjoint)","3","SABHA",NA,NA,0.018736598051727,0.0015500720197829,0.199868189806678,0.00381785032358351,"step","matern",0.233333333333333
"117","FOCR-O11-RAW","FOCR (overlap)","11","",0.029522016129413,0.00166523090707851,0.0666693362154847,0.00186684521325509,0.33286467486819,0.00496550159774641,"step","matern",0.233333333333333
"118","FOCR-O11-BH","FOCR (overlap)","11","BH",NA,NA,0.0411143948303094,0.00192795053069932,0.31115992970123,0.00469343718669177,"step","matern",0.233333333333333
"119","FOCR-O11-LAWS","FOCR (overlap)","11","LAWS",NA,NA,0.0460701547873391,0.00189755578513648,0.311994727592267,0.00470551863170338,"step","matern",0.233333333333333
"120","FOCR-O11-SABHA","FOCR (overlap)","11","SABHA",NA,NA,0.0396005925531122,0.00183915892440853,0.303207381370826,0.00469437610841416,"step","matern",0.233333333333333
"121","FOCR-D11-RAW","FOCR (disjoint)","11","",0.0291598317141795,0.00165291549914854,0.0421086347171621,0.00171827223803229,0.288444639718805,0.00412295379530101,"step","matern",0.233333333333333
"122","FOCR-D11-BH","FOCR (disjoint)","11","BH",NA,NA,0.033960973471882,0.00196670100273954,0.259050966608084,0.00401509708237001,"step","matern",0.233333333333333
"123","FOCR-D11-LAWS","FOCR (disjoint)","11","LAWS",NA,NA,0.0336726751338174,0.00184972619358029,0.266300527240773,0.00405678604887955,"step","matern",0.233333333333333
"124","FOCR-D11-SABHA","FOCR (disjoint)","11","SABHA",NA,NA,0.0337428387519906,0.00193659316336975,0.258260105448155,0.00403639465068605,"step","matern",0.233333333333333
"125","FOCR-O21-RAW","FOCR (overlap)","21","",0.0282797008192025,0.00169048066319398,0.0938668091857109,0.00203422607764958,0.413576449912127,0.00535444552822959,"step","matern",0.233333333333333
"126","FOCR-O21-BH","FOCR (overlap)","21","BH",NA,NA,0.0443518342277243,0.00196588107088546,0.366783831282953,0.00463227354386639,"step","matern",0.233333333333333
"127","FOCR-O21-LAWS","FOCR (overlap)","21","LAWS",NA,NA,0.0507882076017598,0.00196707781688486,0.381546572934974,0.00489728744341329,"step","matern",0.233333333333333
"128","FOCR-O21-SABHA","FOCR (overlap)","21","SABHA",NA,NA,0.0446552438686732,0.00194136031213841,0.358040421792619,0.00488393961585346,"step","matern",0.233333333333333
"129","FOCR-D21-RAW","FOCR (disjoint)","21","",0.0281693035520397,0.00182435774983909,0.0526627880650956,0.00219427565235649,0.33396309314587,0.00440770468541471,"step","matern",0.233333333333333
"130","FOCR-D21-BH","FOCR (disjoint)","21","BH",NA,NA,0.0303539410130377,0.00183837071087554,0.306414762741652,0.00418480309468113,"step","matern",0.233333333333333
"131","FOCR-D21-LAWS","FOCR (disjoint)","21","LAWS",NA,NA,0.0323197560103751,0.00184532850342525,0.312697715289982,0.00413205836354063,"step","matern",0.233333333333333
"132","FOCR-D21-SABHA","FOCR (disjoint)","21","SABHA",NA,NA,0.0295596619941675,0.00178048908602951,0.295342706502636,0.00418778744891247,"step","matern",0.233333333333333
"133","FOCR-O41-RAW","FOCR (overlap)","41","",0.0223311432626902,0.00140872456543449,0.147872282156341,0.00215353906781749,0.556722319859402,0.00535661843398159,"step","matern",0.233333333333333
"134","FOCR-O41-BH","FOCR (overlap)","41","BH",NA,NA,0.0403414722469667,0.00190767087381792,0.383611599297012,0.00417195503264484,"step","matern",0.233333333333333
"135","FOCR-O41-LAWS","FOCR (overlap)","41","LAWS",NA,NA,0.0548653549313462,0.00200560401996461,0.466476274165202,0.00489590343173529,"step","matern",0.233333333333333
"136","FOCR-O41-SABHA","FOCR (overlap)","41","SABHA",NA,NA,0.0446020402389443,0.00182821774128132,0.43615992970123,0.00509626151143774,"step","matern",0.233333333333333
"137","FOCR-D41-RAW","FOCR (disjoint)","41","",0.0249790985096329,0.00164569138924509,0.0727785349360708,0.00218875599003179,0.403734622144112,0.00479670970752899,"step","matern",0.233333333333333
"138","FOCR-D41-BH","FOCR (disjoint)","41","BH",NA,NA,0.0433826984666412,0.00194955706235981,0.340597539543058,0.00419298784043439,"step","matern",0.233333333333333
"139","FOCR-D41-LAWS","FOCR (disjoint)","41","LAWS",NA,NA,0.0477330912492462,0.00182933404818336,0.368014059753954,0.00447124970510221,"step","matern",0.233333333333333
"140","FOCR-D41-SABHA","FOCR (disjoint)","41","SABHA",NA,NA,0.0362453218168354,0.00176367083556855,0.335325131810193,0.00477588375382028,"step","matern",0.233333333333333
"141","BH","BH","","",NA,NA,0.0269866305018331,0.00102762865813989,0.509050966608084,0.00406163396135139,"step","matern",0.277777777777778
"142","LAWS","LAWS","","",NA,NA,0.111637580223913,0.00209548461759276,0.75219683655536,0.00228475334727339,"step","matern",0.277777777777778
"143","SABHA","SABHA","","",NA,NA,0.105960614397,0.00198786679207181,0.774121265377856,0.00246180419758887,"step","matern",0.277777777777778
"144","FOCR-O3-RAW","FOCR (overlap)","3","",0.0242115682650414,0.000987978558328558,0.0330296988637762,0.00103766899782752,0.494376098418278,0.00459533594258428,"step","matern",0.277777777777778
